Namespace(arch_decoder='c1_bilinear', arch_encoder='resnet34_dilated8', batch_size=1, ckpt='./ckpt', fc_dim=512, id='Grayscale1-resnet34_dilated8-c1_bilinear-ngpus1-batchSize8-imgSize384-segSize384-lr_encoder0.001-lr_decoder0.01-epoch5-decay0.0001', imgSize=-1, list_val='./data/ADE20K_object150_val.txt', num_class=150, num_val=-1, result='./result', root_img='./data/ADEChallengeData2016/images', root_seg='./data/ADEChallengeData2016/annotations', segSize=-1, suffix='_best.pth', visualize=0)
Loading weights for net_encoder
Loading weights for net_decoder
# samples: 2000
[2017-12-28 01:25:23] iter 0, loss: 0.384597510099, accuracy: 0.923847747506
[2017-12-28 01:25:45] iter 17, loss: 1.34984636307, accuracy: 0.687500821018
[2017-12-28 01:25:46] iter 18, loss: 1.28707015514, accuracy: 0.604341975949
[2017-12-28 01:25:47] iter 19, loss: 1.64506876469, accuracy: 0.630677933656
[2017-12-28 01:25:49] iter 20, loss: 1.48221743107, accuracy: 0.566862770896
[2017-12-28 01:25:49] iter 21, loss: 0.214735463262, accuracy: 0.938185112696
[2017-12-28 01:25:50] iter 22, loss: 0.409917771816, accuracy: 0.855856197142
[2017-12-28 01:25:52] iter 23, loss: 0.14243324101, accuracy: 0.991645819599
[2017-12-28 01:25:53] iter 24, loss: 0.976809859276, accuracy: 0.796398755125
[2017-12-28 01:25:54] iter 25, loss: 0.805273413658, accuracy: 0.770754950334
[2017-12-28 01:25:55] iter 26, loss: 0.421710401773, accuracy: 0.946741699014
[2017-12-28 01:25:57] iter 27, loss: 1.05835485458, accuracy: 0.741574146411
[2017-12-28 01:25:58] iter 28, loss: 0.801255524158, accuracy: 0.719259671584
[2017-12-28 01:26:00] iter 29, loss: 0.9535369277, accuracy: 0.721672349975
[2017-12-28 01:26:02] iter 30, loss: 0.259098857641, accuracy: 0.950595184561
[2017-12-28 01:26:04] iter 31, loss: 1.43525958061, accuracy: 0.618985782306
[2017-12-28 01:26:05] iter 32, loss: 0.55377972126, accuracy: 0.815847772767
[2017-12-28 01:26:07] iter 33, loss: 0.278048992157, accuracy: 0.944747474222
[2017-12-28 01:26:09] iter 34, loss: 0.277612864971, accuracy: 0.918740469622
[2017-12-28 01:26:10] iter 35, loss: 0.933123409748, accuracy: 0.714267758385
[2017-12-28 01:26:11] iter 36, loss: 1.23246014118, accuracy: 0.70508649056
[2017-12-28 01:26:11] iter 37, loss: 1.97238218784, accuracy: 0.61587513492
[2017-12-28 01:26:12] iter 38, loss: 0.68148213625, accuracy: 0.838981295663
[2017-12-28 01:26:14] iter 39, loss: 0.762828409672, accuracy: 0.837477905034
[2017-12-28 01:26:16] iter 40, loss: 0.446953982115, accuracy: 0.867069554616
[2017-12-28 01:26:16] iter 41, loss: 0.727870583534, accuracy: 0.783040144339
[2017-12-28 01:26:17] iter 42, loss: 1.16904354095, accuracy: 0.611992743557
[2017-12-28 01:26:19] iter 43, loss: 1.77483069897, accuracy: 0.458112875919
[2017-12-28 01:26:21] iter 44, loss: 0.743104696274, accuracy: 0.795135037012
[2017-12-28 01:26:22] iter 45, loss: 0.34077745676, accuracy: 0.891926446809
[2017-12-28 01:26:24] iter 46, loss: 0.530220866203, accuracy: 0.847296597494
[2017-12-28 01:26:27] iter 47, loss: 0.210335165262, accuracy: 0.949295941614
[2017-12-28 01:26:29] iter 48, loss: 0.602421164513, accuracy: 0.7229457889
[2017-12-28 01:26:29] iter 49, loss: 0.843195736408, accuracy: 0.804562512965
[2017-12-28 01:26:31] iter 50, loss: 0.858674943447, accuracy: 0.787016997422
[2017-12-28 01:26:33] iter 51, loss: 0.544063925743, accuracy: 0.893805565511
[2017-12-28 01:26:35] iter 52, loss: 0.428034096956, accuracy: 0.883277410696
[2017-12-28 01:26:37] iter 53, loss: 4.65705919266, accuracy: 0.0267340159406
[2017-12-28 01:26:39] iter 54, loss: 0.374534904957, accuracy: 0.895792910889
[2017-12-28 01:26:41] iter 55, loss: 0.454282462597, accuracy: 0.918649610743
[2017-12-28 01:26:43] iter 56, loss: 1.11598575115, accuracy: 0.706871434411
[2017-12-28 01:26:44] iter 57, loss: 2.19362711906, accuracy: 0.384934241693
[2017-12-28 01:26:46] iter 58, loss: 1.49110615253, accuracy: 0.560592165597
[2017-12-28 01:26:47] iter 59, loss: 1.20976674557, accuracy: 0.657527009178
[2017-12-28 01:26:47] iter 60, loss: 1.34898173809, accuracy: 0.610466990805
[2017-12-28 01:26:48] iter 61, loss: 1.87023282051, accuracy: 0.602250714879
[2017-12-28 01:26:49] iter 62, loss: 2.1205933094, accuracy: 0.334078036317
[2017-12-28 01:26:50] iter 63, loss: 0.578038096428, accuracy: 0.839462140933
[2017-12-28 01:26:52] iter 64, loss: 1.52115118504, accuracy: 0.60744613807
[2017-12-28 01:26:53] iter 65, loss: 1.33561623096, accuracy: 0.394987939209
[2017-12-28 01:26:54] iter 66, loss: 1.0809431076, accuracy: 0.757544734265
[2017-12-28 01:26:55] iter 67, loss: 1.55466663837, accuracy: 0.524311269288
[2017-12-28 01:26:55] iter 68, loss: 2.16954612732, accuracy: 0.25709559791
[2017-12-28 01:26:56] iter 69, loss: 1.5169737339, accuracy: 0.563019800258
[2017-12-28 01:26:56] iter 70, loss: 1.06615006924, accuracy: 0.584448780488
[2017-12-28 01:26:58] iter 71, loss: 2.46610164642, accuracy: 0.215319408358
[2017-12-28 01:27:00] iter 72, loss: 0.677755594254, accuracy: 0.792348204384
[2017-12-28 01:27:02] iter 73, loss: 0.519660770893, accuracy: 0.798982648587
[2017-12-28 01:27:04] iter 74, loss: 0.245897427201, accuracy: 0.962807731639
[2017-12-28 01:27:06] iter 75, loss: 1.79646706581, accuracy: 0.457080242554
[2017-12-28 01:27:07] iter 76, loss: 1.29353809357, accuracy: 0.623828200347
[2017-12-28 01:27:09] iter 77, loss: 0.762135088444, accuracy: 0.732618748963
[2017-12-28 01:27:11] iter 78, loss: 0.851923406124, accuracy: 0.740216352566
[2017-12-28 01:27:12] iter 79, loss: 0.993941307068, accuracy: 0.666064492819
[2017-12-28 01:27:14] iter 80, loss: 0.616407811642, accuracy: 0.837122944703
[2017-12-28 01:27:14] iter 81, loss: 1.06666970253, accuracy: 0.718013508145
[2017-12-28 01:27:16] iter 82, loss: 0.506248533726, accuracy: 0.892962915857
[2017-12-28 01:27:18] iter 83, loss: 1.84212088585, accuracy: 0.60217051818
[2017-12-28 01:27:19] iter 84, loss: 0.97702640295, accuracy: 0.627789331685
[2017-12-28 01:27:19] iter 85, loss: 1.14644443989, accuracy: 0.677634275143
[2017-12-28 01:27:21] iter 86, loss: 0.63498032093, accuracy: 0.82882529434
[2017-12-28 01:27:22] iter 87, loss: 1.18404841423, accuracy: 0.590229203098
[2017-12-28 01:27:22] iter 88, loss: 1.13867008686, accuracy: 0.723838471559
[2017-12-28 01:27:23] iter 89, loss: 1.14623117447, accuracy: 0.664359688236
[2017-12-28 01:27:25] iter 90, loss: 1.02042579651, accuracy: 0.729067998507
[2017-12-28 01:27:27] iter 91, loss: 1.3462189436, accuracy: 0.495043515279
[2017-12-28 01:27:29] iter 92, loss: 0.451682299376, accuracy: 0.895230401288
[2017-12-28 01:27:32] iter 93, loss: 1.21036744118, accuracy: 0.632947462155
[2017-12-28 01:27:32] iter 94, loss: 0.981192529202, accuracy: 0.714793074918
[2017-12-28 01:27:34] iter 95, loss: 0.364401340485, accuracy: 0.907962223497
[2017-12-28 01:27:37] iter 96, loss: 1.00560283661, accuracy: 0.718056457357
[2017-12-28 01:27:39] iter 97, loss: 0.643915534019, accuracy: 0.820583453888
[2017-12-28 01:27:41] iter 98, loss: 1.12059867382, accuracy: 0.664799490036
[2017-12-28 01:27:43] iter 99, loss: 1.06144535542, accuracy: 0.619120518538
[2017-12-28 01:27:45] iter 100, loss: 1.49496030807, accuracy: 0.55385993924
[2017-12-28 01:27:46] iter 101, loss: 0.899202346802, accuracy: 0.779848932263
[2017-12-28 01:27:48] iter 102, loss: 0.857789516449, accuracy: 0.691551167536
[2017-12-28 01:27:50] iter 103, loss: 0.854562997818, accuracy: 0.720749284743
[2017-12-28 01:27:53] iter 104, loss: 0.915503144264, accuracy: 0.721533192084
[2017-12-28 01:27:53] iter 105, loss: 1.4018933773, accuracy: 0.568615250599
[2017-12-28 01:27:55] iter 106, loss: 1.2989552021, accuracy: 0.613447747966
[2017-12-28 01:27:55] iter 107, loss: 0.978824079037, accuracy: 0.895571995283
[2017-12-28 01:27:58] iter 108, loss: 1.44888865948, accuracy: 0.476162606321
[2017-12-28 01:27:58] iter 109, loss: 0.983576476574, accuracy: 0.691179455948
[2017-12-28 01:28:00] iter 110, loss: 2.25515341759, accuracy: 0.424377923791
[2017-12-28 01:28:01] iter 111, loss: 0.61068302393, accuracy: 0.86455921917
[2017-12-28 01:28:01] iter 112, loss: 0.799662649632, accuracy: 0.674253786693
[2017-12-28 01:28:02] iter 113, loss: 0.330435246229, accuracy: 0.94802498073
[2017-12-28 01:28:03] iter 114, loss: 1.09714758396, accuracy: 0.729502178856
[2017-12-28 01:28:03] iter 115, loss: 1.22412586212, accuracy: 0.61836479891
[2017-12-28 01:28:05] iter 116, loss: 1.19505381584, accuracy: 0.606946037874
[2017-12-28 01:28:08] iter 117, loss: 0.858977198601, accuracy: 0.738590490011
[2017-12-28 01:28:10] iter 118, loss: 0.983986914158, accuracy: 0.695821746305
[2017-12-28 01:28:12] iter 119, loss: 0.41742041707, accuracy: 0.887397814603
[2017-12-28 01:28:14] iter 120, loss: 1.03676056862, accuracy: 0.641065883719
[2017-12-28 01:28:16] iter 121, loss: 0.468467175961, accuracy: 0.912127411375
[2017-12-28 01:28:16] iter 122, loss: 0.669801592827, accuracy: 0.81882244569
[2017-12-28 01:28:18] iter 123, loss: 0.577401399612, accuracy: 0.826531376151
[2017-12-28 01:28:20] iter 124, loss: 1.05402064323, accuracy: 0.658013279521
[2017-12-28 01:28:22] iter 125, loss: 0.594208717346, accuracy: 0.83488787343
[2017-12-28 01:28:25] iter 126, loss: 0.692690074444, accuracy: 0.800176904933
[2017-12-28 01:28:27] iter 127, loss: 0.8330706954, accuracy: 0.765653996838
[2017-12-28 01:28:29] iter 128, loss: 1.1179202795, accuracy: 0.675268587808
[2017-12-28 01:28:31] iter 129, loss: 0.544374167919, accuracy: 0.844660043264
[2017-12-28 01:28:32] iter 130, loss: 0.407959610224, accuracy: 0.882345627205
[2017-12-28 01:28:34] iter 131, loss: 0.886180877686, accuracy: 0.770298621909
[2017-12-28 01:28:36] iter 132, loss: 0.397244095802, accuracy: 0.88784688328
[2017-12-28 01:28:38] iter 133, loss: 0.722982764244, accuracy: 0.734236954266
[2017-12-28 01:28:40] iter 134, loss: 0.481959044933, accuracy: 0.847294676893
[2017-12-28 01:28:40] iter 135, loss: 1.46473276615, accuracy: 0.662106830449
[2017-12-28 01:28:41] iter 136, loss: 0.880875587463, accuracy: 0.698193841517
[2017-12-28 01:28:43] iter 137, loss: 0.468084722757, accuracy: 0.853770229287
[2017-12-28 01:28:46] iter 138, loss: 0.968711793423, accuracy: 0.699178977466
[2017-12-28 01:28:47] iter 139, loss: 0.696993529797, accuracy: 0.790448783254
[2017-12-28 01:28:50] iter 140, loss: 0.463294059038, accuracy: 0.829384609416
[2017-12-28 01:28:50] iter 141, loss: 0.718300759792, accuracy: 0.787655237477
[2017-12-28 01:28:52] iter 142, loss: 0.851526737213, accuracy: 0.695607485499
[2017-12-28 01:28:54] iter 143, loss: 0.719476640224, accuracy: 0.769007461496
[2017-12-28 01:28:55] iter 144, loss: 1.21463370323, accuracy: 0.730393567035
[2017-12-28 01:28:57] iter 145, loss: 0.562204897404, accuracy: 0.853697354135
[2017-12-28 01:28:59] iter 146, loss: 0.518132805824, accuracy: 0.803354272369
[2017-12-28 01:29:00] iter 147, loss: 0.729335784912, accuracy: 0.738277497598
[2017-12-28 01:29:02] iter 148, loss: 0.602622270584, accuracy: 0.820252858823
[2017-12-28 01:29:04] iter 149, loss: 0.192119851708, accuracy: 0.946917322812
[2017-12-28 01:29:06] iter 150, loss: 0.317985415459, accuracy: 0.889034426435
[2017-12-28 01:29:06] iter 151, loss: 1.03508138657, accuracy: 0.713651856173
[2017-12-28 01:29:10] iter 152, loss: 0.913921296597, accuracy: 0.768890137068
[2017-12-28 01:29:12] iter 153, loss: 0.38508027792, accuracy: 0.888171093234
[2017-12-28 01:29:12] iter 154, loss: 1.06095767021, accuracy: 0.649236442721
[2017-12-28 01:29:15] iter 155, loss: 0.48146802187, accuracy: 0.868029313122
[2017-12-28 01:29:17] iter 156, loss: 1.68199384212, accuracy: 0.655536078706
[2017-12-28 01:29:19] iter 157, loss: 1.22344410419, accuracy: 0.644737075055
[2017-12-28 01:29:19] iter 158, loss: 0.704051136971, accuracy: 0.790402843602
[2017-12-28 01:29:21] iter 159, loss: 0.446448504925, accuracy: 0.868726429531
[2017-12-28 01:29:23] iter 160, loss: 0.828113019466, accuracy: 0.742539218479
[2017-12-28 01:29:24] iter 161, loss: 0.757641017437, accuracy: 0.783432918566
[2017-12-28 01:29:25] iter 162, loss: 1.07242441177, accuracy: 0.734037508243
[2017-12-28 01:29:27] iter 163, loss: 0.344200134277, accuracy: 0.944154640228
[2017-12-28 01:29:29] iter 164, loss: 0.271292686462, accuracy: 0.937005985695
[2017-12-28 01:29:31] iter 165, loss: 0.648866653442, accuracy: 0.78390940246
[2017-12-28 01:29:32] iter 166, loss: 1.12922680378, accuracy: 0.582701038861
[2017-12-28 01:29:34] iter 167, loss: 0.721788883209, accuracy: 0.790107296929
[2017-12-28 01:29:35] iter 168, loss: 0.572833478451, accuracy: 0.79911466651
[2017-12-28 01:29:38] iter 169, loss: 1.09435689449, accuracy: 0.703828755933
[2017-12-28 01:29:39] iter 170, loss: 0.846403121948, accuracy: 0.701167527692
[2017-12-28 01:29:41] iter 171, loss: 0.995655834675, accuracy: 0.696897117713
[2017-12-28 01:29:43] iter 172, loss: 0.888118028641, accuracy: 0.829292885739
[2017-12-28 01:29:45] iter 173, loss: 0.44334590435, accuracy: 0.849687763713
[2017-12-28 01:29:47] iter 174, loss: 0.422379106283, accuracy: 0.880042796719
[2017-12-28 01:29:49] iter 175, loss: 0.468447893858, accuracy: 0.869047928603
[2017-12-28 01:29:51] iter 176, loss: 0.566630780697, accuracy: 0.869512073197
[2017-12-28 01:29:53] iter 177, loss: 0.257280498743, accuracy: 0.949443619211
[2017-12-28 01:29:55] iter 178, loss: 1.56045305729, accuracy: 0.535106872336
[2017-12-28 01:29:57] iter 179, loss: 0.515439808369, accuracy: 0.807965555302
[2017-12-28 01:29:57] iter 180, loss: 1.24192237854, accuracy: 0.702351121423
[2017-12-28 01:30:00] iter 181, loss: 0.733560979366, accuracy: 0.812395359156
[2017-12-28 01:30:02] iter 182, loss: 0.757919967175, accuracy: 0.778713883694
[2017-12-28 01:30:04] iter 183, loss: 0.634923815727, accuracy: 0.746957833528
[2017-12-28 01:30:06] iter 184, loss: 1.5226995945, accuracy: 0.548053247383
[2017-12-28 01:30:06] iter 185, loss: 0.592373967171, accuracy: 0.968327986272
[2017-12-28 01:30:07] iter 186, loss: 1.93727231026, accuracy: 0.549718537181
[2017-12-28 01:30:07] iter 187, loss: 0.810810029507, accuracy: 0.718004802158
[2017-12-28 01:30:07] iter 188, loss: 2.32054185867, accuracy: 0.371398448182
[2017-12-28 01:30:08] iter 189, loss: 0.473704397678, accuracy: 0.910894225367
[2017-12-28 01:30:09] iter 190, loss: 1.96892607212, accuracy: 0.416897417735
[2017-12-28 01:30:09] iter 191, loss: 2.16583180428, accuracy: 0.332307466843
[2017-12-28 01:30:11] iter 192, loss: 2.34695744514, accuracy: 0.269174523661
[2017-12-28 01:30:13] iter 193, loss: 0.720576524734, accuracy: 0.787564586155
[2017-12-28 01:30:14] iter 194, loss: 0.962936341763, accuracy: 0.694339321993
[2017-12-28 01:30:16] iter 195, loss: 0.805342853069, accuracy: 0.764016470284
[2017-12-28 01:30:18] iter 196, loss: 1.27581226826, accuracy: 0.673116064641
[2017-12-28 01:30:20] iter 197, loss: 0.436108469963, accuracy: 0.920659961543
[2017-12-28 01:30:21] iter 198, loss: 0.761698722839, accuracy: 0.881310465593
[2017-12-28 01:30:21] iter 199, loss: 0.670292079449, accuracy: 0.910147813175
[2017-12-28 01:30:25] iter 200, loss: 1.74213004112, accuracy: 0.481625075431
[2017-12-28 01:30:25] iter 201, loss: 0.0954690426588, accuracy: 0.978609874513
[2017-12-28 01:30:26] iter 202, loss: 0.422108441591, accuracy: 0.875394810181
[2017-12-28 01:30:26] iter 203, loss: 0.666207253933, accuracy: 0.802492231103
[2017-12-28 01:30:27] iter 204, loss: 0.413273215294, accuracy: 0.833987509733
[2017-12-28 01:30:27] iter 205, loss: 0.125195667148, accuracy: 0.986969347994
[2017-12-28 01:30:27] iter 206, loss: 0.192453786731, accuracy: 0.936357929976
[2017-12-28 01:30:28] iter 207, loss: 0.281400382519, accuracy: 0.954175562363
[2017-12-28 01:30:28] iter 208, loss: 0.795810699463, accuracy: 0.770693671849
[2017-12-28 01:30:29] iter 209, loss: 0.625904798508, accuracy: 0.760945984119
[2017-12-28 01:30:29] iter 210, loss: 0.36995407939, accuracy: 0.906456391581
[2017-12-28 01:30:29] iter 211, loss: 0.739669859409, accuracy: 0.937855377009
[2017-12-28 01:30:30] iter 212, loss: 0.546694815159, accuracy: 0.815995170802
[2017-12-28 01:30:30] iter 213, loss: 0.413248419762, accuracy: 0.885838883603
[2017-12-28 01:30:32] iter 214, loss: 1.0889275074, accuracy: 0.624601681284
[2017-12-28 01:30:33] iter 215, loss: 1.06799244881, accuracy: 0.694836346359
[2017-12-28 01:30:36] iter 216, loss: 0.97415626049, accuracy: 0.733150014966
[2017-12-28 01:30:37] iter 217, loss: 3.16384553909, accuracy: 0.204572204188
[2017-12-28 01:30:37] iter 218, loss: 1.05975580215, accuracy: 0.676756635556
[2017-12-28 01:30:38] iter 219, loss: 1.15075707436, accuracy: 0.738987051197
[2017-12-28 01:30:39] iter 220, loss: 0.459188938141, accuracy: 0.86554171888
[2017-12-28 01:30:40] iter 221, loss: 1.18405115604, accuracy: 0.661415590788
[2017-12-28 01:30:42] iter 222, loss: 3.12363886833, accuracy: 0.368636996469
[2017-12-28 01:30:42] iter 223, loss: 0.697766005993, accuracy: 0.895007966012
[2017-12-28 01:30:44] iter 224, loss: 1.49258983135, accuracy: 0.606092600347
[2017-12-28 01:30:46] iter 225, loss: 1.06640017033, accuracy: 0.731643316184
[2017-12-28 01:30:48] iter 226, loss: 1.00509309769, accuracy: 0.645595153574
[2017-12-28 01:30:48] iter 227, loss: 2.04277992249, accuracy: 0.277851368793
[2017-12-28 01:30:50] iter 228, loss: 2.22308015823, accuracy: 0.357357112888
[2017-12-28 01:30:51] iter 229, loss: 1.51735138893, accuracy: 0.639988869592
[2017-12-28 01:30:52] iter 230, loss: 1.04195702076, accuracy: 0.751235719999
[2017-12-28 01:30:52] iter 231, loss: 0.929248213768, accuracy: 0.820525844039
[2017-12-28 01:30:54] iter 232, loss: 2.72905063629, accuracy: 0.216111599782
[2017-12-28 01:30:58] iter 233, loss: 1.16271162033, accuracy: 0.640269619806
[2017-12-28 01:30:59] iter 234, loss: 2.07279896736, accuracy: 0.575802685904
[2017-12-28 01:31:00] iter 235, loss: 0.683987796307, accuracy: 0.810576348288
[2017-12-28 01:31:02] iter 236, loss: 0.692358076572, accuracy: 0.664328025879
[2017-12-28 01:31:03] iter 237, loss: 1.10599017143, accuracy: 0.516801046396
[2017-12-28 01:31:05] iter 238, loss: 0.678841173649, accuracy: 0.912589227774
[2017-12-28 01:31:07] iter 239, loss: 0.828153789043, accuracy: 0.746308400738
[2017-12-28 01:31:08] iter 240, loss: 1.60752332211, accuracy: 0.6400921238
[2017-12-28 01:31:08] iter 241, loss: 0.683077335358, accuracy: 0.866350499714
[2017-12-28 01:31:10] iter 242, loss: 1.42028605938, accuracy: 0.470077591558
[2017-12-28 01:31:12] iter 243, loss: 0.709159314632, accuracy: 0.818682680171
[2017-12-28 01:31:14] iter 244, loss: 0.408291757107, accuracy: 0.895854221255
[2017-12-28 01:31:16] iter 245, loss: 0.973208248615, accuracy: 0.745429549244
[2017-12-28 01:31:16] iter 246, loss: 1.10259246826, accuracy: 0.75845012366
[2017-12-28 01:31:17] iter 247, loss: 0.846291482449, accuracy: 0.83501276899
[2017-12-28 01:31:19] iter 248, loss: 0.13797236979, accuracy: 0.979458391032
[2017-12-28 01:31:20] iter 249, loss: 0.654693245888, accuracy: 0.818556514256
[2017-12-28 01:31:22] iter 250, loss: 0.694780528545, accuracy: 0.794984850068
[2017-12-28 01:31:22] iter 251, loss: 1.10170912743, accuracy: 0.69593470576
[2017-12-28 01:31:24] iter 252, loss: 0.704098701477, accuracy: 0.786526784898
[2017-12-28 01:31:25] iter 253, loss: 2.19334888458, accuracy: 0.406433838425
[2017-12-28 01:31:25] iter 254, loss: 1.37257957458, accuracy: 0.488878857518
[2017-12-28 01:31:27] iter 255, loss: 1.06178450584, accuracy: 0.706542325249
[2017-12-28 01:31:28] iter 256, loss: 0.934155523777, accuracy: 0.769454052221
[2017-12-28 01:31:31] iter 257, loss: 0.950412392616, accuracy: 0.722501285332
[2017-12-28 01:31:31] iter 258, loss: 1.16889452934, accuracy: 0.681913709977
[2017-12-28 01:31:31] iter 259, loss: 0.494106948376, accuracy: 0.919746732791
[2017-12-28 01:31:32] iter 260, loss: 0.186986595392, accuracy: 0.952004879269
[2017-12-28 01:31:32] iter 261, loss: 0.934502840042, accuracy: 0.770587858607
[2017-12-28 01:31:34] iter 262, loss: 3.00781464577, accuracy: 0.0
[2017-12-28 01:31:36] iter 263, loss: 1.00818264484, accuracy: 0.772208449028
[2017-12-28 01:31:38] iter 264, loss: 0.908680081367, accuracy: 0.772520094361
[2017-12-28 01:31:40] iter 265, loss: 1.20475435257, accuracy: 0.579187183779
[2017-12-28 01:31:42] iter 266, loss: 0.83900821209, accuracy: 0.772724794579
[2017-12-28 01:31:44] iter 267, loss: 0.575962722301, accuracy: 0.804233090385
[2017-12-28 01:31:45] iter 268, loss: 1.07736957073, accuracy: 0.667906991107
[2017-12-28 01:31:45] iter 269, loss: 1.04014444351, accuracy: 0.737081822155
[2017-12-28 01:31:46] iter 270, loss: 0.572338998318, accuracy: 0.818715602469
[2017-12-28 01:31:48] iter 271, loss: 0.704512655735, accuracy: 0.766210936934
[2017-12-28 01:31:50] iter 272, loss: 1.06226980686, accuracy: 0.645601544713
[2017-12-28 01:31:52] iter 273, loss: 1.43508827686, accuracy: 0.613940378093
[2017-12-28 01:31:54] iter 274, loss: 0.917357802391, accuracy: 0.691504296775
[2017-12-28 01:31:55] iter 275, loss: 0.501364529133, accuracy: 0.919497741319
[2017-12-28 01:31:57] iter 276, loss: 2.42020177841, accuracy: 0.274961987952
[2017-12-28 01:31:59] iter 277, loss: 0.622396588326, accuracy: 0.81113105154
[2017-12-28 01:32:00] iter 278, loss: 0.490459740162, accuracy: 0.830837672263
[2017-12-28 01:32:02] iter 279, loss: 0.472846210003, accuracy: 0.865915327208
[2017-12-28 01:32:03] iter 280, loss: 0.80447602272, accuracy: 0.711035981647
[2017-12-28 01:32:05] iter 281, loss: 0.322964042425, accuracy: 0.925242008817
[2017-12-28 01:32:07] iter 282, loss: 0.953019201756, accuracy: 0.737435225619
[2017-12-28 01:32:09] iter 283, loss: 1.3091262579, accuracy: 0.584916838739
[2017-12-28 01:32:11] iter 284, loss: 0.600588917732, accuracy: 0.829767166501
[2017-12-28 01:32:13] iter 285, loss: 1.71744501591, accuracy: 0.53450139964
[2017-12-28 01:32:15] iter 286, loss: 1.32571220398, accuracy: 0.731203262188
[2017-12-28 01:32:17] iter 287, loss: 0.60572040081, accuracy: 0.851181211704
[2017-12-28 01:32:17] iter 288, loss: 2.72518658638, accuracy: 0.368317439215
[2017-12-28 01:32:19] iter 289, loss: 1.53650784492, accuracy: 0.43011528656
[2017-12-28 01:32:21] iter 290, loss: 0.617277383804, accuracy: 0.803084388197
[2017-12-28 01:32:23] iter 291, loss: 0.979799091816, accuracy: 0.747706354982
[2017-12-28 01:32:25] iter 292, loss: 3.31272125244, accuracy: 0.360562878518
[2017-12-28 01:32:26] iter 293, loss: 1.23840510845, accuracy: 0.684971236359
[2017-12-28 01:32:28] iter 294, loss: 1.65602838993, accuracy: 0.75175372821
[2017-12-28 01:32:30] iter 295, loss: 1.06798219681, accuracy: 0.772525018609
[2017-12-28 01:32:31] iter 296, loss: 1.40308821201, accuracy: 0.516276551954
[2017-12-28 01:32:34] iter 297, loss: 1.48759400845, accuracy: 0.592148477501
[2017-12-28 01:32:36] iter 298, loss: 0.0562944933772, accuracy: 0.994395028634
[2017-12-28 01:32:37] iter 299, loss: 0.966920375824, accuracy: 0.71912941853
[2017-12-28 01:32:39] iter 300, loss: 1.5638384819, accuracy: 0.394908653902
[2017-12-28 01:32:40] iter 301, loss: 0.64100933075, accuracy: 0.808211480016
[2017-12-28 01:32:42] iter 302, loss: 0.819063305855, accuracy: 0.801538064785
[2017-12-28 01:32:44] iter 303, loss: 1.5538533926, accuracy: 0.559134453104
[2017-12-28 01:32:46] iter 304, loss: 1.24545717239, accuracy: 0.668169183826
[2017-12-28 01:32:48] iter 305, loss: 0.856710672379, accuracy: 0.810058451104
[2017-12-28 01:32:49] iter 306, loss: 1.02786648273, accuracy: 0.616849930308
[2017-12-28 01:32:50] iter 307, loss: 1.46070861816, accuracy: 0.51116978692
[2017-12-28 01:32:51] iter 308, loss: 1.20036673546, accuracy: 0.660154831174
[2017-12-28 01:32:53] iter 309, loss: 1.46922111511, accuracy: 0.552154550382
[2017-12-28 01:32:55] iter 310, loss: 0.773397922516, accuracy: 0.789473000743
